,Comments_youtube,Label,COMMENTS_YOUTUBE,TOKENIZATION,STOP_REMOVAL,STEMMING
326,saya gak setuju karena kasihan orang tuanya harus mengeluarkan uang setiap hari dari jajan sampai berangkat pulang dan juga biasanya anak smp sma tidak langsung pulang melainkan biasanya mampir dulu ke warung sambil ngobrol ama temen temennya jadi tidak tahu anak itu terkena virus atau tidak makanya bahaya juga buat keluarga dirumah ,negatif,saya gak setuju karena kasihan orang tuanya harus mengeluarkan uang setiap hari dari jajan sampai berangkat pulang dan juga biasanya anak smp sma tidak langsung pulang melainkan biasanya mampir dulu ke warung sambil ngobrol ama temen temennya jadi tidak tahu anak itu terkena virus atau tidak makanya bahaya juga buat keluarga dirumah ,"['saya', 'gak', 'setuju', 'karena', 'kasihan', 'orang', 'tuanya', 'harus', 'mengeluarkan', 'uang', 'setiap', 'hari', 'dari', 'jajan', 'sampai', 'berangkat', 'pulang', 'dan', 'juga', 'biasanya', 'anak', 'smp', 'sma', 'tidak', 'langsung', 'pulang', 'melainkan', 'biasanya', 'mampir', 'dulu', 'ke', 'warung', 'sambil', 'ngobrol', 'ama', 'temen', 'temennya', 'jadi', 'tidak', 'tahu', 'anak', 'itu', 'terkena', 'virus', 'atau', 'tidak', 'makanya', 'bahaya', 'juga', 'buat', 'keluarga', 'dirumah', '']",gak setuju kasihan orang tuanya mengeluarkan uang jajan berangkat pulang anak smp sma langsung pulang mampir warung ngobrol ama temen temennya anak terkena virus bahaya keluarga dirumah ,gak tuju kasihan orang tua keluar uang jajan berangkat pulang anak smp sma langsung pulang mampir warung ngobrol ama temen temennya anak kena virus bahaya keluarga rumah
327,jangan sekolah dulu dah buku tugas gw masi campur campur pak masa saya harus nyalinya pindahan ke buku pegal jangan sekolah dulu lah pakkk,negatif,jangan sekolah dulu dah buku tugas gw masi campur campur pak masa saya harus nyalinya pindahan ke buku pegal jangan sekolah dulu lah pakkk,"['jangan', 'sekolah', 'dulu', 'dah', 'buku', 'tugas', 'gw', 'masi', 'campur', 'campur', 'pak', 'masa', 'saya', 'harus', 'nyalinya', 'pindahan', 'ke', 'buku', 'pegal', 'jangan', 'sekolah', 'dulu', 'lah', 'pakkk']",sekolah dah buku tugas gw masi campur campur nyalinya pindahan buku pegal sekolah pakkk,sekolah dah buku tugas gw mas campur campur nyali pindah buku pegal sekolah pakkk
328,gk ah gk mau sekolah lagi bikin item muka sma kulit,negatif,gk ah gk mau sekolah lagi bikin item muka sma kulit,"['gk', 'ah', 'gk', 'mau', 'sekolah', 'lagi', 'bikin', 'item', 'muka', 'sma', 'kulit']",gk ah gk sekolah bikin item muka sma kulit,gk ah gk sekolah bikin item muka sma kulit
329,kalau boleh usul dalam kbm tatao muka yang rencana diadakan di bulan januari 2021 dibuat systim kegiatan belajar mengajar dng tahapan waktu tdk penuh misalnya untuk sd hanya 4 jam pelajaran setelah istirahat pertama pulang sedang smp dan sma juga yang sederajat hanya sampai jam ke 6 jadi setelah istirahat kedua siswa dipulangkan sedang paud dan sejenisnya mungkin hanya sampai jam 9 saja sambil semua yang berkompeten mengevaluasi sistim pembelajaran yang berwaktu maksimal 6 jam peljaran ini tmk maaf hanya masukkan saja dan saya pensiunan guru sma neg di jawa timur ,negatif,kalau boleh usul dalam kbm tatao muka yang rencana diadakan di bulan januari 2021 dibuat systim kegiatan belajar mengajar dng tahapan waktu tdk penuh misalnya untuk sd hanya 4 jam pelajaran setelah istirahat pertama pulang sedang smp dan sma juga yang sederajat hanya sampai jam ke 6 jadi setelah istirahat kedua siswa dipulangkan sedang paud dan sejenisnya mungkin hanya sampai jam 9 saja sambil semua yang berkompeten mengevaluasi sistim pembelajaran yang berwaktu maksimal 6 jam peljaran ini tmk maaf hanya masukkan saja dan saya pensiunan guru sma neg di jawa timur ,"['kalau', 'boleh', 'usul', 'dalam', 'kbm', 'tatao', 'muka', 'yang', 'rencana', 'diadakan', 'di', 'bulan', 'januari', '2021', 'dibuat', 'systim', 'kegiatan', 'belajar', 'mengajar', 'dng', 'tahapan', 'waktu', 'tdk', 'penuh', 'misalnya', 'untuk', 'sd', 'hanya', '4', 'jam', 'pelajaran', 'setelah', 'istirahat', 'pertama', 'pulang', 'sedang', 'smp', 'dan', 'sma', 'juga', 'yang', 'sederajat', 'hanya', 'sampai', 'jam', 'ke', '6', 'jadi', 'setelah', 'istirahat', 'kedua', 'siswa', 'dipulangkan', 'sedang', 'paud', 'dan', 'sejenisnya', 'mungkin', 'hanya', 'sampai', 'jam', '9', 'saja', 'sambil', 'semua', 'yang', 'berkompeten', 'mengevaluasi', 'sistim', 'pembelajaran', 'yang', 'berwaktu', 'maksimal', '6', 'jam', 'peljaran', 'ini', 'tmk', 'maaf', 'hanya', 'masukkan', 'saja', 'dan', 'saya', 'pensiunan', 'guru', 'sma', 'neg', 'di', 'jawa', 'timur', '']",usul kbm tatao muka rencana diadakan januari 2021 systim kegiatan belajar mengajar dng tahapan tdk penuh sd 4 jam pelajaran istirahat pulang smp sma sederajat jam 6 istirahat siswa dipulangkan paud sejenisnya jam 9 berkompeten mengevaluasi sistim pembelajaran berwaktu maksimal 6 jam peljaran tmk maaf masukkan pensiunan guru sma neg jawa timur ,usul kbm tatao muka rencana ada januari 2021 systim giat ajar ajar dng tahap tdk penuh sd 4 jam ajar istirahat pulang smp sma derajat jam 6 istirahat siswa pulang paud jenis jam 9 kompeten evaluasi sistim ajar waktu maksimal 6 jam peljaran tmk maaf masuk pensiun guru sma neg jawa timur
330,nah baguslah udah mulai sekolah para bocil sekarang makin bodoh aja pak dirumah terus masak dirumah main hape tapi web nya pada ke bokep sangat meresahkan sekali,positif,nah baguslah udah mulai sekolah para bocil sekarang makin bodoh aja pak dirumah terus masak dirumah main hape tapi web nya pada ke bokep sangat meresahkan sekali,"['nah', 'baguslah', 'udah', 'mulai', 'sekolah', 'para', 'bocil', 'sekarang', 'makin', 'bodoh', 'aja', 'pak', 'dirumah', 'terus', 'masak', 'dirumah', 'main', 'hape', 'tapi', 'web', 'nya', 'pada', 'ke', 'bokep', 'sangat', 'meresahkan', 'sekali']",baguslah udah sekolah bocil bodoh aja dirumah masak dirumah main hape web nya bokep meresahkan,bagus udah sekolah bocil bodoh aja rumah masak rumah main hape web nya bokep resah
331,ya itu anaknya yang tolol mending mereka seperti itu dariapada sklh nongkrong positif eh mati hahaha,negatif,ya itu anaknya yang tolol mending mereka seperti itu dariapada sklh nongkrong positif eh mati hahaha,"['ya', 'itu', 'anaknya', 'yang', 'tolol', 'mending', 'mereka', 'seperti', 'itu', 'dariapada', 'sklh', 'nongkrong', 'positif', 'eh', 'mati', 'hahaha']",ya anaknya tolol mending dariapada sklh nongkrong positif eh mati hahaha,ya anak tolol mending dariapada sklh nongkrong positif eh mati hahaha
332,gak setuju,negatif,gak setuju,"['gak', 'setuju']",gak setuju,gak tuju
333,sebelum ada vaksinisasi sebaiknya proses belajar mengajar tatap muka ditunda jangan ngawur ,negatif,sebelum ada vaksinisasi sebaiknya proses belajar mengajar tatap muka ditunda jangan ngawur ,"['sebelum', 'ada', 'vaksinisasi', 'sebaiknya', 'proses', 'belajar', 'mengajar', 'tatap', 'muka', 'ditunda', 'jangan', 'ngawur', '']",vaksinisasi proses belajar mengajar tatap muka ditunda ngawur ,vaksin proses ajar ajar tatap muka tunda ngawur
334,sekolah dibuka lagi kabar buruk bagi para guru berarti mereka harus mengajar lagi selama pandemi mereka hanya ongkang ongkang kaki tidak perlu mengajar guru hanya memberi tugas saja sebanyak banyaknya tanpa perlu mengajar ,negatif,sekolah dibuka lagi kabar buruk bagi para guru berarti mereka harus mengajar lagi selama pandemi mereka hanya ongkang ongkang kaki tidak perlu mengajar guru hanya memberi tugas saja sebanyak banyaknya tanpa perlu mengajar ,"['sekolah', 'dibuka', 'lagi', 'kabar', 'buruk', 'bagi', 'para', 'guru', 'berarti', 'mereka', 'harus', 'mengajar', 'lagi', 'selama', 'pandemi', 'mereka', 'hanya', 'ongkang', 'ongkang', 'kaki', 'tidak', 'perlu', 'mengajar', 'guru', 'hanya', 'memberi', 'tugas', 'saja', 'sebanyak', 'banyaknya', 'tanpa', 'perlu', 'mengajar', '']",sekolah dibuka kabar buruk guru mengajar pandemi ongkang ongkang kaki mengajar guru tugas banyaknya mengajar ,sekolah buka kabar buruk guru ajar pandemi ongkang ongkang kaki ajar guru tugas banyak ajar
335,yah,negatif,yah,['yah'],yah,yah
336,aduuh mending jangan deh pak masih ngeri pak,negatif,aduuh mending jangan deh pak masih ngeri pak,"['aduuh', 'mending', 'jangan', 'deh', 'pak', 'masih', 'ngeri', 'pak']",aduuh mending deh ngeri,aduuh mending deh ngeri
337,yahh waktu main game online jadi berkurang ,negatif,yahh waktu main game online jadi berkurang ,"['yahh', 'waktu', 'main', 'game', 'online', 'jadi', 'berkurang', '']",yahh main game online berkurang ,yahh main game online kurang
339,saya pribadi mendukung karena efek hp sangat tidak baik bagi anak lebih bahaya dari corona,positif,saya pribadi mendukung karena efek hp sangat tidak baik bagi anak lebih bahaya dari corona,"['saya', 'pribadi', 'mendukung', 'karena', 'efek', 'hp', 'sangat', 'tidak', 'baik', 'bagi', 'anak', 'lebih', 'bahaya', 'dari', 'corona']",pribadi mendukung efek hp anak bahaya corona,pribadi dukung efek hp anak bahaya corona
340,sangat tidak setuju,negatif,sangat tidak setuju,"['sangat', 'tidak', 'setuju']",setuju,tuju
341,dah lah nggak bisa main ff lagi,negatif,dah lah nggak bisa main ff lagi,"['dah', 'lah', 'nggak', 'bisa', 'main', 'ff', 'lagi']",dah nggak main ff,dah nggak main ff
342,sekolah dibuka setuju like gak setuju dislike,negatif,sekolah dibuka setuju like gak setuju dislike,"['sekolah', 'dibuka', 'setuju', 'like', 'gak', 'setuju', 'dislike']",sekolah dibuka setuju like gak setuju dislike,sekolah buka tuju like gak tuju dislike
343,pjj lebih gampang tapi ga masuk materinya untuk saya ya selama pjj pasti nyontek di brainly atau google dan juga bisa ketemu temen temen dan juga ga terlalu punya motivasi belajar klo onlen ,negatif,pjj lebih gampang tapi ga masuk materinya untuk saya ya selama pjj pasti nyontek di brainly atau google dan juga bisa ketemu temen temen dan juga ga terlalu punya motivasi belajar klo onlen ,"['pjj', 'lebih', 'gampang', 'tapi', 'ga', 'masuk', 'materinya', 'untuk', 'saya', 'ya', 'selama', 'pjj', 'pasti', 'nyontek', 'di', 'brainly', 'atau', 'google', 'dan', 'juga', 'bisa', 'ketemu', 'temen', 'temen', 'dan', 'juga', 'ga', 'terlalu', 'punya', 'motivasi', 'belajar', 'klo', 'onlen', '']",pjj gampang ga masuk materinya ya pjj nyontek brainly google ketemu temen temen ga motivasi belajar klo onlen ,pjj gampang ga masuk materi ya pjj nyontek brainly google ketemu temen temen ga motivasi ajar klo onlen
344,benar semua guru dan anggota keluarga ny yang tinggal serumah harus divaksin utk melindungi para guru ,negatif,benar semua guru dan anggota keluarga ny yang tinggal serumah harus divaksin utk melindungi para guru ,"['benar', 'semua', 'guru', 'dan', 'anggota', 'keluarga', 'ny', 'yang', 'tinggal', 'serumah', 'harus', 'divaksin', 'utk', 'melindungi', 'para', 'guru', '']",guru anggota keluarga ny tinggal serumah divaksin utk melindungi guru ,guru anggota keluarga ny tinggal rumah vaksin utk lindung guru
345,pemerintah aneh lebih baik berantas dulu kasus covid sampe bener bener ilang dari indonesia kalo pemerintah maksa tatap muka di ppkm level 3 yg ada ntar makin meledak lagi kalo udah meledak pasti di tutup lagi sekolah nya ,negatif,pemerintah aneh lebih baik berantas dulu kasus covid sampe bener bener ilang dari indonesia kalo pemerintah maksa tatap muka di ppkm level 3 yg ada ntar makin meledak lagi kalo udah meledak pasti di tutup lagi sekolah nya ,"['pemerintah', 'aneh', 'lebih', 'baik', 'berantas', 'dulu', 'kasus', 'covid', 'sampe', 'bener', 'bener', 'ilang', 'dari', 'indonesia', 'kalo', 'pemerintah', 'maksa', 'tatap', 'muka', 'di', 'ppkm', 'level', '3', 'yg', 'ada', 'ntar', 'makin', 'meledak', 'lagi', 'kalo', 'udah', 'meledak', 'pasti', 'di', 'tutup', 'lagi', 'sekolah', 'nya', '']",pemerintah aneh berantas covid sampe bener bener ilang indonesia kalo pemerintah maksa tatap muka ppkm level 3 yg ntar meledak kalo udah meledak tutup sekolah nya ,perintah aneh berantas covid sampe bener bener ilang indonesia kalo perintah maksa tatap muka ppkm level 3 yg ntar ledak kalo udah ledak tutup sekolah nya
346,alhamdulillah soal aturan model ptmnya monggo2 saja diatur penting ada ptm walau dalam sepekan hanya beberapa hari ,positif,alhamdulillah soal aturan model ptmnya monggo2 saja diatur penting ada ptm walau dalam sepekan hanya beberapa hari ,"['alhamdulillah', 'soal', 'aturan', 'model', 'ptmnya', 'monggo2', 'saja', 'diatur', 'penting', 'ada', 'ptm', 'walau', 'dalam', 'sepekan', 'hanya', 'beberapa', 'hari', '']",alhamdulillah aturan model ptmnya monggo2 diatur ptm sepekan ,alhamdulillah atur model ptmnya monggo2 atur ptm pek
347,saya setuju guna untuk melatih anak masuk kembali dan klk masih ada belajar onlain tlng gem onlain d blokik merusan anak ,positif,saya setuju guna untuk melatih anak masuk kembali dan klk masih ada belajar onlain tlng gem onlain d blokik merusan anak ,"['saya', 'setuju', 'guna', 'untuk', 'melatih', 'anak', 'masuk', 'kembali', 'dan', 'klk', 'masih', 'ada', 'belajar', 'onlain', 'tlng', 'gem', 'onlain', 'd', 'blokik', 'merusan', 'anak', '']",setuju melatih anak masuk klk belajar onlain tlng gem onlain d blokik merusan anak ,tuju latih anak masuk klk ajar onlain tlng gem onlain d blokik merusan anak
348,makasii pak aku akhirnya mulai bisa paham mapel,positif,makasii pak aku akhirnya mulai bisa paham mapel,"['makasii', 'pak', 'aku', 'akhirnya', 'mulai', 'bisa', 'paham', 'mapel']",makasii paham mapel,makasii paham mapel
349,setuju pak menteri selama kita bisa menerapkan prokes dengan baik insya allah bisa berjalan lancar,positif,setuju pak menteri selama kita bisa menerapkan prokes dengan baik insya allah bisa berjalan lancar,"['setuju', 'pak', 'menteri', 'selama', 'kita', 'bisa', 'menerapkan', 'prokes', 'dengan', 'baik', 'insya', 'allah', 'bisa', 'berjalan', 'lancar']",setuju menteri menerapkan prokes insya allah berjalan lancar,tuju menteri terap prokes insya allah jalan lancar
350,setujuuu pakkkkk semoga bisa terlaksana dengan segera semua jenjang pendidikan ya pak yang di offline dari tk sd smp sma sampe perguruan tinggi ,positif,setujuuu pakkkkk semoga bisa terlaksana dengan segera semua jenjang pendidikan ya pak yang di offline dari tk sd smp sma sampe perguruan tinggi ,"['setujuuu', 'pakkkkk', 'semoga', 'bisa', 'terlaksana', 'dengan', 'segera', 'semua', 'jenjang', 'pendidikan', 'ya', 'pak', 'yang', 'di', 'offline', 'dari', 'tk', 'sd', 'smp', 'sma', 'sampe', 'perguruan', 'tinggi', '']",setujuuu pakkkkk semoga terlaksana jenjang pendidikan ya offline tk sd smp sma sampe perguruan ,setujuuu pakkkkk moga laksana jenjang didik ya offline tk sd smp sma sampe guru
351,bagai manapun pembelajaran dengan face to face berpengaruh pada segala aspek meliputi adab konsentrasi giat belajar praktek baca tulis dan beberapa aspek lain,positif,bagai manapun pembelajaran dengan face to face berpengaruh pada segala aspek meliputi adab konsentrasi giat belajar praktek baca tulis dan beberapa aspek lain,"['bagai', 'manapun', 'pembelajaran', 'dengan', 'face', 'to', 'face', 'berpengaruh', 'pada', 'segala', 'aspek', 'meliputi', 'adab', 'konsentrasi', 'giat', 'belajar', 'praktek', 'baca', 'tulis', 'dan', 'beberapa', 'aspek', 'lain']",manapun pembelajaran face to face berpengaruh aspek meliputi adab konsentrasi giat belajar praktek baca tulis aspek,mana ajar face to face pengaruh aspek liput adab konsentrasi giat ajar praktek baca tulis aspek
352,anak2 kecanduan hp gara2 sekolah online tolong pak segera dibuka anak saya kondisi psikhis dan kognitifnya memprihatinkan dampak 2 tahun sekolah online krn kemampuan dan motivasi belajarnya tdk sebaik sekolah offline ,positif,anak2 kecanduan hp gara2 sekolah online tolong pak segera dibuka anak saya kondisi psikhis dan kognitifnya memprihatinkan dampak 2 tahun sekolah online krn kemampuan dan motivasi belajarnya tdk sebaik sekolah offline ,"['anak2', 'kecanduan', 'hp', 'gara2', 'sekolah', 'online', 'tolong', 'pak', 'segera', 'dibuka', 'anak', 'saya', 'kondisi', 'psikhis', 'dan', 'kognitifnya', 'memprihatinkan', 'dampak', '2', 'tahun', 'sekolah', 'online', 'krn', 'kemampuan', 'dan', 'motivasi', 'belajarnya', 'tdk', 'sebaik', 'sekolah', 'offline', '']",anak2 kecanduan hp gara2 sekolah online tolong dibuka anak kondisi psikhis kognitifnya memprihatinkan dampak 2 sekolah online krn kemampuan motivasi belajarnya tdk sekolah offline ,anak2 candu hp gara2 sekolah online tolong buka anak kondisi psikhis kognitif prihatin dampak 2 sekolah online krn mampu motivasi ajar tdk sekolah offline
353,alhamdulillah makasih pak nadiem menteri pendidikan sekolah sudah bisa tatap mukaa panjang umur nggeh pakk ,positif,alhamdulillah makasih pak nadiem menteri pendidikan sekolah sudah bisa tatap mukaa panjang umur nggeh pakk ,"['alhamdulillah', 'makasih', 'pak', 'nadiem', 'menteri', 'pendidikan', 'sekolah', 'sudah', 'bisa', 'tatap', 'mukaa', 'panjang', 'umur', 'nggeh', 'pakk', '']",alhamdulillah makasih nadiem menteri pendidikan sekolah tatap mukaa umur nggeh pakk ,alhamdulillah makasih nadiem menteri didik sekolah tatap mukaa umur nggeh pakk
354,setuju semoga anak2 menjadi bergairah belajar ,positif,setuju semoga anak2 menjadi bergairah belajar ,"['setuju', 'semoga', 'anak2', 'menjadi', 'bergairah', 'belajar', '']",setuju semoga anak2 bergairah belajar ,tuju moga anak2 gairah ajar
355,setuju anak belajar daring bukanya tambah pinter sekolahnya justru pinter bikin tik tok main game online kalo ppkm trs berlanjut bagaimana nasib anak dan negri ini terus kapan dong pak mulai tatap mukanya,negatif,setuju anak belajar daring bukanya tambah pinter sekolahnya justru pinter bikin tik tok main game online kalo ppkm trs berlanjut bagaimana nasib anak dan negri ini terus kapan dong pak mulai tatap mukanya,"['setuju', 'anak', 'belajar', 'daring', 'bukanya', 'tambah', 'pinter', 'sekolahnya', 'justru', 'pinter', 'bikin', 'tik', 'tok', 'main', 'game', 'online', 'kalo', 'ppkm', 'trs', 'berlanjut', 'bagaimana', 'nasib', 'anak', 'dan', 'negri', 'ini', 'terus', 'kapan', 'dong', 'pak', 'mulai', 'tatap', 'mukanya']",setuju anak belajar daring bukanya pinter sekolahnya pinter bikin tik tok main game online kalo ppkm trs berlanjut nasib anak negri tatap mukanya,tuju anak ajar daring buka pinter sekolah pinter bikin tik tok main game online kalo ppkm trs lanjut nasib anak negri tatap muka
356,banyak anak2 dibawah umur yg bekerja cari nafkah sekolah sudah jadi no 2 anak2 bangsa semakin drop belajarnya melihat ortu yang hidup dibawah garis kemiskinan,positif,banyak anak2 dibawah umur yg bekerja cari nafkah sekolah sudah jadi no 2 anak2 bangsa semakin drop belajarnya melihat ortu yang hidup dibawah garis kemiskinan,"['banyak', 'anak2', 'dibawah', 'umur', 'yg', 'bekerja', 'cari', 'nafkah', 'sekolah', 'sudah', 'jadi', 'no', '2', 'anak2', 'bangsa', 'semakin', 'drop', 'belajarnya', 'melihat', 'ortu', 'yang', 'hidup', 'dibawah', 'garis', 'kemiskinan']",anak2 dibawah umur yg cari nafkah sekolah no 2 anak2 bangsa drop belajarnya ortu hidup dibawah garis kemiskinan,anak2 bawah umur yg cari nafkah sekolah no 2 anak2 bangsa drop ajar ortu hidup bawah garis miskin
